 [x] Sent b'[2/20/2023 8:58, 88.0]' on route-C
 [x] Sent b'[2/20/2023 6:24, 107.0]' on route-C
 [x] Sent b'[2/20/2023 6:25, 88.0]' on route-A
 [x] Sent b'[2/20/2023 6:25, 115.0]' on route-C
 [x] Sent b'[2/20/2023 6:25, 109.0]' on route-A
 [x] Sent b'[2/20/2023 6:25, 91.0]' on route-B
 [x] Sent b'[2/20/2023 6:25, 107.0]' on route-C
 [x] Sent b'[2/20/2023 6:25, 100.0]' on route-A
 [x] Sent b'[2/20/2023 6:25, 109.0]' on route-B
 [x] Sent b'[2/20/2023 6:25, 113.0]' on route-C
 [x] Sent b'[2/20/2023 6:26, 119.0]' on route-A
 [x] Sent b'[2/20/2023 6:26, 103.0]' on route-B
 [x] Sent b'[2/20/2023 6:26, 129.0]' on route-C
 [x] Sent b'[2/20/2023 6:26, 116.0]' on route-A
 [x] Sent b'[2/20/2023 6:26, 105.0]' on route-B
 [x] Sent b'[2/20/2023 6:26, 124.0]' on route-C
 [x] Sent b'[2/20/2023 6:26, 107.0]' on route-A
 [x] Sent b'[2/20/2023 6:26, 96.0]' on route-B
 [x] Sent b'[2/20/2023 6:26, 92.0]' on route-C
 [x] Sent b'[2/20/2023 6:27, 90.0]' on route-A
 [x] Sent b'[2/20/2023 6:27, 125.0]' on route-B
 [x] Sent b'[2/20/2023 6:27, 127.0]' on route-C
 [x] Sent b'[2/20/2023 6:27, 110.0]' on route-A
 [x] Sent b'[2/20/2023 6:27, 97.0]' on route-B
 [x] Sent b'[2/20/2023 6:27, 108.0]' on route-C
 [x] Sent b'[2/20/2023 6:27, 99.0]' on route-A
 [x] Sent b'[2/20/2023 6:27, 95.0]' on route-B
 [x] Sent b'[2/20/2023 6:27, 111.0]' on route-C
 [x] Sent b'[2/20/2023 6:28, 129.0]' on route-A
 [x] Sent b'[2/20/2023 6:28, 118.0]' on route-B
 [x] Sent b'[2/20/2023 6:28, 130.0]' on route-C
 [x] Sent b'[2/20/2023 6:28, 109.0]' on route-A
 [x] Sent b'[2/20/2023 6:28, 129.0]' on route-B
 [x] Sent b'[2/20/2023 6:28, 110.0]' on route-C
 [x] Sent b'[2/20/2023 6:28, 122.0]' on route-A
 [x] Sent b'[2/20/2023 6:28, 116.0]' on route-B
 [x] Sent b'[2/20/2023 6:28, 128.0]' on route-C
 [x] Sent b'[2/20/2023 6:29, 85.0]' on route-A
 [x] Sent b'[2/20/2023 6:29, 100.0]' on route-B
 [x] Sent b'[2/20/2023 6:29, 85.0]' on route-C
 [x] Sent b'[2/20/2023 6:29, 123.0]' on route-A
 [x] Sent b'[2/20/2023 6:29, 126.0]' on route-B
 [x] Sent b'[2/20/2023 6:29, 105.0]' on route-C
 [x] Sent b'[2/20/2023 6:29, 95.0]' on route-A
 [x] Sent b'[2/20/2023 6:29, 88.0]' on route-B
 [x] Sent b'[2/20/2023 6:29, 112.0]' on route-C
 [x] Sent b'[2/20/2023 6:30, 110.0]' on route-A
 [x] Sent b'[2/20/2023 6:30, 104.0]' on route-B
 [x] Sent b'[2/20/2023 6:30, 94.0]' on route-C
 [x] Sent b'[2/20/2023 6:30, 92.0]' on route-A
 [x] Sent b'[2/20/2023 6:30, 94.0]' on route-B
 [x] Sent b'[2/20/2023 6:30, 110.0]' on route-C
 [x] Sent b'[2/20/2023 6:30, 113.0]' on route-A
 [x] Sent b'[2/20/2023 6:30, 89.0]' on route-B
 [x] Sent b'[2/20/2023 6:30, 105.0]' on route-C
 [x] Sent b'[2/20/2023 6:31, 88.0]' on route-A
 [x] Sent b'[2/20/2023 6:31, 108.0]' on route-B
 [x] Sent b'[2/20/2023 6:31, 122.0]' on route-C
 [x] Sent b'[2/20/2023 6:31, 115.0]' on route-A
 [x] Sent b'[2/20/2023 6:31, 104.0]' on route-B
 [x] Sent b'[2/20/2023 6:31, 108.0]' on route-C
 [x] Sent b'[2/20/2023 6:31, 98.0]' on route-A
 [x] Sent b'[2/20/2023 6:31, 105.0]' on route-B
 [x] Sent b'[2/20/2023 6:31, 128.0]' on route-C
 [x] Sent b'[2/20/2023 6:32, 110.0]' on route-A
 [x] Sent b'[2/20/2023 6:32, 110.0]' on route-B
 [x] Sent b'[2/20/2023 6:32, 93.0]' on route-C
 [x] Sent b'[2/20/2023 6:32, 123.0]' on route-A
 [x] Sent b'[2/20/2023 6:32, 100.0]' on route-B
 [x] Sent b'[2/20/2023 6:32, 86.0]' on route-C
 [x] Sent b'[2/20/2023 6:32, 100.0]' on route-A
 [x] Sent b'[2/20/2023 6:32, 117.0]' on route-B
 [x] Sent b'[2/20/2023 6:32, 90.0]' on route-C
 [x] Sent b'[2/20/2023 6:33, 87.0]' on route-A
 [x] Sent b'[2/20/2023 6:33, 104.0]' on route-B
 [x] Sent b'[2/20/2023 6:33, 113.0]' on route-C
 [x] Sent b'[2/20/2023 6:33, 100.0]' on route-A
 [x] Sent b'[2/20/2023 6:33, 100.0]' on route-B
 [x] Sent b'[2/20/2023 6:33, 93.0]' on route-C
 [x] Sent b'[2/20/2023 6:33, 101.0]' on route-A
 [x] Sent b'[2/20/2023 6:33, 111.0]' on route-B
 [x] Sent b'[2/20/2023 6:33, 107.0]' on route-C
 [x] Sent b'[2/20/2023 6:34, 88.0]' on route-A
 [x] Sent b'[2/20/2023 6:34, 93.0]' on route-B
 [x] Sent b'[2/20/2023 6:34, 119.0]' on route-C
 [x] Sent b'[2/20/2023 6:34, 119.0]' on route-A
 [x] Sent b'[2/20/2023 6:34, 93.0]' on route-B
 [x] Sent b'[2/20/2023 6:34, 86.0]' on route-C
 [x] Sent b'[2/20/2023 6:34, 86.0]' on route-A
 [x] Sent b'[2/20/2023 6:34, 115.0]' on route-B
 [x] Sent b'[2/20/2023 6:34, 113.0]' on route-C
 [x] Sent b'[2/20/2023 6:35, 107.0]' on route-A
 [x] Sent b'[2/20/2023 6:35, 100.0]' on route-B
 [x] Sent b'[2/20/2023 6:35, 98.0]' on route-C
 [x] Sent b'[2/20/2023 6:35, 92.0]' on route-A
 [x] Sent b'[2/20/2023 6:35, 130.0]' on route-B
 [x] Sent b'[2/20/2023 6:35, 99.0]' on route-C
 [x] Sent b'[2/20/2023 6:35, 96.0]' on route-A
 [x] Sent b'[2/20/2023 6:35, 109.0]' on route-B
 [x] Sent b'[2/20/2023 6:35, 97.0]' on route-C
 [x] Sent b'[2/20/2023 6:36, 111.0]' on route-A
 [x] Sent b'[2/20/2023 6:36, 125.0]' on route-B
 [x] Sent b'[2/20/2023 6:36, 105.0]' on route-C
 [x] Sent b'[2/20/2023 6:36, 94.0]' on route-A
 [x] Sent b'[2/20/2023 6:36, 99.0]' on route-B
 [x] Sent b'[2/20/2023 6:36, 86.0]' on route-C
 [x] Sent b'[2/20/2023 6:36, 89.0]' on route-A
 [x] Sent b'[2/20/2023 6:36, 115.0]' on route-B
 [x] Sent b'[2/20/2023 6:36, 105.0]' on route-C
 [x] Sent b'[2/20/2023 6:37, 106.0]' on route-A
 [x] Sent b'[2/20/2023 6:37, 99.0]' on route-B
 [x] Sent b'[2/20/2023 6:37, 108.0]' on route-C
 [x] Sent b'[2/20/2023 6:37, 99.0]' on route-A
 [x] Sent b'[2/20/2023 6:37, 95.0]' on route-B
 [x] Sent b'[2/20/2023 6:37, 105.0]' on route-C
 [x] Sent b'[2/20/2023 6:37, 121.0]' on route-A
 [x] Sent b'[2/20/2023 6:37, 93.0]' on route-B
 [x] Sent b'[2/20/2023 6:37, 117.0]' on route-C
 [x] Sent b'[2/20/2023 6:38, 93.0]' on route-A
 [x] Sent b'[2/20/2023 6:38, 114.0]' on route-B
 [x] Sent b'[2/20/2023 6:38, 103.0]' on route-C
 [x] Sent b'[2/20/2023 6:38, 93.0]' on route-A
 [x] Sent b'[2/20/2023 6:38, 119.0]' on route-B
 [x] Sent b'[2/20/2023 6:38, 98.0]' on route-C
 [x] Sent b'[2/20/2023 6:38, 93.0]' on route-A
 [x] Sent b'[2/20/2023 6:38, 92.0]' on route-B
 [x] Sent b'[2/20/2023 6:38, 123.0]' on route-C
 [x] Sent b'[2/20/2023 6:39, 119.0]' on route-A
 [x] Sent b'[2/20/2023 6:39, 122.0]' on route-B
 [x] Sent b'[2/20/2023 6:39, 96.0]' on route-C
 [x] Sent b'[2/20/2023 6:39, 88.0]' on route-A
 [x] Sent b'[2/20/2023 6:39, 117.0]' on route-B
 [x] Sent b'[2/20/2023 6:39, 115.0]' on route-C
 [x] Sent b'[2/20/2023 6:39, 111.0]' on route-A
 [x] Sent b'[2/20/2023 6:39, 105.0]' on route-B
 [x] Sent b'[2/20/2023 6:39, 87.0]' on route-C
 [x] Sent b'[2/20/2023 6:40, 100.0]' on route-A
 [x] Sent b'[2/20/2023 6:40, 90.0]' on route-B
 [x] Sent b'[2/20/2023 6:40, 91.0]' on route-C
 [x] Sent b'[2/20/2023 6:40, 114.0]' on route-A
 [x] Sent b'[2/20/2023 6:40, 123.0]' on route-B
 [x] Sent b'[2/20/2023 6:40, 121.0]' on route-C
 [x] Sent b'[2/20/2023 6:40, 112.0]' on route-A
 [x] Sent b'[2/20/2023 6:40, 113.0]' on route-B
 [x] Sent b'[2/20/2023 6:40, 112.0]' on route-C
 [x] Sent b'[2/20/2023 6:41, 99.0]' on route-A
 [x] Sent b'[2/20/2023 6:41, 99.0]' on route-B
 [x] Sent b'[2/20/2023 6:41, 92.0]' on route-C
 [x] Sent b'[2/20/2023 6:41, 94.0]' on route-A
 [x] Sent b'[2/20/2023 6:41, 109.0]' on route-B
 [x] Sent b'[2/20/2023 6:41, 123.0]' on route-C
 [x] Sent b'[2/20/2023 6:41, 92.0]' on route-A
 [x] Sent b'[2/20/2023 6:41, 97.0]' on route-B
 [x] Sent b'[2/20/2023 6:41, 114.0]' on route-C
 [x] Sent b'[2/20/2023 6:42, 88.0]' on route-A
 [x] Sent b'[2/20/2023 6:42, 113.0]' on route-B
 [x] Sent b'[2/20/2023 6:42, 117.0]' on route-C
 [x] Sent b'[2/20/2023 6:42, 111.0]' on route-A
 [x] Sent b'[2/20/2023 6:42, 125.0]' on route-B
 [x] Sent b'[2/20/2023 6:42, 122.0]' on route-C
 [x] Sent b'[2/20/2023 6:42, 86.0]' on route-A
 [x] Sent b'[2/20/2023 6:42, 106.0]' on route-B
 [x] Sent b'[2/20/2023 6:42, 126.0]' on route-C
 [x] Sent b'[2/20/2023 6:43, 126.0]' on route-A
 [x] Sent b'[2/20/2023 6:43, 130.0]' on route-B
 [x] Sent b'[2/20/2023 6:43, 112.0]' on route-C
 [x] Sent b'[2/20/2023 6:43, 127.0]' on route-A
 [x] Sent b'[2/20/2023 6:43, 126.0]' on route-B
 [x] Sent b'[2/20/2023 6:43, 85.0]' on route-C
 [x] Sent b'[2/20/2023 6:43, 97.0]' on route-A
 [x] Sent b'[2/20/2023 6:43, 101.0]' on route-B
 [x] Sent b'[2/20/2023 6:43, 87.0]' on route-C
 [x] Sent b'[2/20/2023 6:44, 90.0]' on route-A
 [x] Sent b'[2/20/2023 6:44, 109.0]' on route-B
 [x] Sent b'[2/20/2023 6:44, 118.0]' on route-C
 [x] Sent b'[2/20/2023 6:44, 99.0]' on route-A
 [x] Sent b'[2/20/2023 6:44, 110.0]' on route-B
 [x] Sent b'[2/20/2023 6:44, 119.0]' on route-C
 [x] Sent b'[2/20/2023 6:44, 128.0]' on route-A
 [x] Sent b'[2/20/2023 6:44, 93.0]' on route-B
 [x] Sent b'[2/20/2023 6:44, 101.0]' on route-C
 [x] Sent b'[2/20/2023 6:45, 116.0]' on route-A
 [x] Sent b'[2/20/2023 6:45, 115.0]' on route-B
 [x] Sent b'[2/20/2023 6:45, 98.0]' on route-C
 [x] Sent b'[2/20/2023 6:45, 96.0]' on route-A
 [x] Sent b'[2/20/2023 6:45, 101.0]' on route-B
 [x] Sent b'[2/20/2023 6:45, 121.0]' on route-C
 [x] Sent b'[2/20/2023 6:45, 124.0]' on route-A
 [x] Sent b'[2/20/2023 6:45, 94.0]' on route-B
 [x] Sent b'[2/20/2023 6:45, 107.0]' on route-C
 [x] Sent b'[2/20/2023 6:46, 86.0]' on route-A
 [x] Sent b'[2/20/2023 6:46, 105.0]' on route-B
 [x] Sent b'[2/20/2023 6:46, 101.0]' on route-C
 [x] Sent b'[2/20/2023 6:46, 96.0]' on route-A
 [x] Sent b'[2/20/2023 6:46, 123.0]' on route-B
 [x] Sent b'[2/20/2023 6:46, 98.0]' on route-C
 [x] Sent b'[2/20/2023 6:46, 90.0]' on route-A
 [x] Sent b'[2/20/2023 6:46, 125.0]' on route-B
 [x] Sent b'[2/20/2023 6:46, 115.0]' on route-C
 [x] Sent b'[2/20/2023 6:47, 87.0]' on route-A
 [x] Sent b'[2/20/2023 6:47, 90.0]' on route-B
 [x] Sent b'[2/20/2023 6:47, 117.0]' on route-C
 [x] Sent b'[2/20/2023 6:47, 130.0]' on route-A
 [x] Sent b'[2/20/2023 6:47, 128.0]' on route-B
 [x] Sent b'[2/20/2023 6:47, 110.0]' on route-C
 [x] Sent b'[2/20/2023 6:47, 88.0]' on route-A
 [x] Sent b'[2/20/2023 6:47, 103.0]' on route-B
 [x] Sent b'[2/20/2023 6:47, 92.0]' on route-C
 [x] Sent b'[2/20/2023 6:48, 114.0]' on route-A
 [x] Sent b'[2/20/2023 6:48, 124.0]' on route-B
 [x] Sent b'[2/20/2023 6:48, 107.0]' on route-C
 [x] Sent b'[2/20/2023 6:48, 122.0]' on route-A
 [x] Sent b'[2/20/2023 6:48, 118.0]' on route-B
 [x] Sent b'[2/20/2023 6:48, 100.0]' on route-C
 [x] Sent b'[2/20/2023 6:48, 96.0]' on route-A
 [x] Sent b'[2/20/2023 6:48, 86.0]' on route-B
 [x] Sent b'[2/20/2023 6:48, 90.0]' on route-C
 [x] Sent b'[2/20/2023 6:49, 95.0]' on route-A
 [x] Sent b'[2/20/2023 6:49, 85.0]' on route-B
 [x] Sent b'[2/20/2023 6:49, 123.0]' on route-C
 [x] Sent b'[2/20/2023 6:49, 91.0]' on route-A
 [x] Sent b'[2/20/2023 6:49, 87.0]' on route-B
 [x] Sent b'[2/20/2023 6:49, 127.0]' on route-C
 [x] Sent b'[2/20/2023 6:49, 119.0]' on route-A
 [x] Sent b'[2/20/2023 6:49, 90.0]' on route-B
 [x] Sent b'[2/20/2023 6:49, 90.0]' on route-C
 [x] Sent b'[2/20/2023 6:50, 123.0]' on route-A
 [x] Sent b'[2/20/2023 6:50, 89.0]' on route-B
 [x] Sent b'[2/20/2023 6:50, 109.0]' on route-C
 [x] Sent b'[2/20/2023 6:50, 105.0]' on route-A
 [x] Sent b'[2/20/2023 6:50, 100.0]' on route-B
 [x] Sent b'[2/20/2023 6:50, 99.0]' on route-C
 [x] Sent b'[2/20/2023 6:50, 100.0]' on route-A
 [x] Sent b'[2/20/2023 6:50, 91.0]' on route-B
 [x] Sent b'[2/20/2023 6:50, 91.0]' on route-C
 [x] Sent b'[2/20/2023 6:51, 94.0]' on route-A
 [x] Sent b'[2/20/2023 6:51, 118.0]' on route-B
 [x] Sent b'[2/20/2023 6:51, 125.0]' on route-C
 [x] Sent b'[2/20/2023 6:51, 95.0]' on route-A
 [x] Sent b'[2/20/2023 6:51, 121.0]' on route-B
 [x] Sent b'[2/20/2023 6:51, 116.0]' on route-C
 [x] Sent b'[2/20/2023 6:51, 90.0]' on route-A
 [x] Sent b'[2/20/2023 6:51, 89.0]' on route-B
 [x] Sent b'[2/20/2023 6:51, 104.0]' on route-C
 [x] Sent b'[2/20/2023 6:52, 102.0]' on route-A
 [x] Sent b'[2/20/2023 6:52, 124.0]' on route-B
 [x] Sent b'[2/20/2023 6:52, 91.0]' on route-C
 [x] Sent b'[2/20/2023 6:52, 92.0]' on route-A
 [x] Sent b'[2/20/2023 6:52, 94.0]' on route-B
 [x] Sent b'[2/20/2023 6:52, 121.0]' on route-C
 [x] Sent b'[2/20/2023 6:52, 90.0]' on route-A
 [x] Sent b'[2/20/2023 6:52, 104.0]' on route-B
 [x] Sent b'[2/20/2023 6:52, 120.0]' on route-C
 [x] Sent b'[2/20/2023 6:53, 104.0]' on route-A
 [x] Sent b'[2/20/2023 6:53, 117.0]' on route-B
 [x] Sent b'[2/20/2023 6:53, 90.0]' on route-C
 [x] Sent b'[2/20/2023 6:53, 119.0]' on route-A
 [x] Sent b'[2/20/2023 6:53, 112.0]' on route-B
 [x] Sent b'[2/20/2023 6:53, 130.0]' on route-C
 [x] Sent b'[2/20/2023 6:53, 95.0]' on route-A
 [x] Sent b'[2/20/2023 6:53, 125.0]' on route-B
 [x] Sent b'[2/20/2023 6:53, 99.0]' on route-C
 [x] Sent b'[2/20/2023 6:54, 93.0]' on route-A
 [x] Sent b'[2/20/2023 6:54, 103.0]' on route-B
 [x] Sent b'[2/20/2023 6:54, 126.0]' on route-C
 [x] Sent b'[2/20/2023 6:54, 93.0]' on route-A
 [x] Sent b'[2/20/2023 6:54, 103.0]' on route-B
 [x] Sent b'[2/20/2023 6:54, 127.0]' on route-C
 [x] Sent b'[2/20/2023 6:54, 88.0]' on route-A
 [x] Sent b'[2/20/2023 6:54, 85.0]' on route-B
 [x] Sent b'[2/20/2023 6:54, 106.0]' on route-C
 [x] Sent b'[2/20/2023 6:55, 109.0]' on route-A
 [x] Sent b'[2/20/2023 6:55, 126.0]' on route-B
 [x] Sent b'[2/20/2023 6:55, 85.0]' on route-C
 [x] Sent b'[2/20/2023 6:55, 114.0]' on route-A
 [x] Sent b'[2/20/2023 6:55, 120.0]' on route-B
 [x] Sent b'[2/20/2023 6:55, 98.0]' on route-C
 [x] Sent b'[2/20/2023 6:55, 101.0]' on route-A
 [x] Sent b'[2/20/2023 6:55, 117.0]' on route-B
 [x] Sent b'[2/20/2023 6:55, 99.0]' on route-C
 [x] Sent b'[2/20/2023 6:56, 113.0]' on route-A
 [x] Sent b'[2/20/2023 6:56, 114.0]' on route-B
 [x] Sent b'[2/20/2023 6:56, 100.0]' on route-C
 [x] Sent b'[2/20/2023 6:56, 130.0]' on route-A
 [x] Sent b'[2/20/2023 6:56, 97.0]' on route-B
 [x] Sent b'[2/20/2023 6:56, 105.0]' on route-C
 [x] Sent b'[2/20/2023 6:56, 91.0]' on route-A
 [x] Sent b'[2/20/2023 6:56, 102.0]' on route-B
 [x] Sent b'[2/20/2023 6:56, 120.0]' on route-C
 [x] Sent b'[2/20/2023 6:57, 99.0]' on route-A
 [x] Sent b'[2/20/2023 6:57, 91.0]' on route-B
 [x] Sent b'[2/20/2023 6:57, 125.0]' on route-C
 [x] Sent b'[2/20/2023 6:57, 119.0]' on route-A
 [x] Sent b'[2/20/2023 6:57, 125.0]' on route-B
 [x] Sent b'[2/20/2023 6:57, 89.0]' on route-C
 [x] Sent b'[2/20/2023 6:57, 90.0]' on route-A
 [x] Sent b'[2/20/2023 6:57, 93.0]' on route-B
 [x] Sent b'[2/20/2023 6:57, 112.0]' on route-C
 [x] Sent b'[2/20/2023 6:58, 123.0]' on route-A
 [x] Sent b'[2/20/2023 6:58, 116.0]' on route-B
 [x] Sent b'[2/20/2023 6:58, 94.0]' on route-C
 [x] Sent b'[2/20/2023 6:58, 127.0]' on route-A
 [x] Sent b'[2/20/2023 6:58, 106.0]' on route-B
 [x] Sent b'[2/20/2023 6:58, 89.0]' on route-C
 [x] Sent b'[2/20/2023 6:58, 106.0]' on route-A
 [x] Sent b'[2/20/2023 6:58, 95.0]' on route-B
 [x] Sent b'[2/20/2023 6:58, 127.0]' on route-C
 [x] Sent b'[2/20/2023 6:59, 116.0]' on route-A
 [x] Sent b'[2/20/2023 6:59, 123.0]' on route-B
 [x] Sent b'[2/20/2023 6:59, 115.0]' on route-C
 [x] Sent b'[2/20/2023 6:59, 95.0]' on route-A
 [x] Sent b'[2/20/2023 6:59, 88.0]' on route-B
 [x] Sent b'[2/20/2023 6:59, 111.0]' on route-C
 [x] Sent b'[2/20/2023 6:59, 112.0]' on route-A
 [x] Sent b'[2/20/2023 6:59, 108.0]' on route-B
 [x] Sent b'[2/20/2023 6:59, 111.0]' on route-C
 [x] Sent b'[2/20/2023 7:00, 118.0]' on route-A
 [x] Sent b'[2/20/2023 7:00, 104.0]' on route-B
 [x] Sent b'[2/20/2023 7:00, 111.0]' on route-C
 [x] Sent b'[2/20/2023 7:00, 128.0]' on route-A
 [x] Sent b'[2/20/2023 7:00, 108.0]' on route-B
 [x] Sent b'[2/20/2023 7:00, 121.0]' on route-C
 [x] Sent b'[2/20/2023 7:00, 95.0]' on route-A
 [x] Sent b'[2/20/2023 7:00, 97.0]' on route-B
 [x] Sent b'[2/20/2023 7:00, 105.0]' on route-C
 [x] Sent b'[2/20/2023 7:01, 85.0]' on route-A
 [x] Sent b'[2/20/2023 7:01, 95.0]' on route-B
 [x] Sent b'[2/20/2023 7:01, 94.0]' on route-C
 [x] Sent b'[2/20/2023 7:01, 120.0]' on route-A
 [x] Sent b'[2/20/2023 7:01, 117.0]' on route-B
 [x] Sent b'[2/20/2023 7:01, 107.0]' on route-C
 [x] Sent b'[2/20/2023 7:01, 112.0]' on route-A
 [x] Sent b'[2/20/2023 7:01, 107.0]' on route-B
 [x] Sent b'[2/20/2023 7:01, 110.0]' on route-C
 [x] Sent b'[2/20/2023 7:02, 103.0]' on route-A
 [x] Sent b'[2/20/2023 7:02, 91.0]' on route-B
 [x] Sent b'[2/20/2023 7:02, 106.0]' on route-C
 [x] Sent b'[2/20/2023 7:02, 102.0]' on route-A
 [x] Sent b'[2/20/2023 7:02, 105.0]' on route-B
 [x] Sent b'[2/20/2023 7:02, 130.0]' on route-C
 [x] Sent b'[2/20/2023 7:02, 102.0]' on route-A
 [x] Sent b'[2/20/2023 7:02, 121.0]' on route-B
 [x] Sent b'[2/20/2023 7:02, 119.0]' on route-C
 [x] Sent b'[2/20/2023 7:03, 88.0]' on route-A
 [x] Sent b'[2/20/2023 7:03, 100.0]' on route-B
 [x] Sent b'[2/20/2023 7:03, 93.0]' on route-C
 [x] Sent b'[2/20/2023 7:03, 102.0]' on route-A
 [x] Sent b'[2/20/2023 7:03, 86.0]' on route-B
 [x] Sent b'[2/20/2023 7:03, 107.0]' on route-C
 [x] Sent b'[2/20/2023 7:03, 87.0]' on route-A
 [x] Sent b'[2/20/2023 7:03, 95.0]' on route-B
 [x] Sent b'[2/20/2023 7:03, 129.0]' on route-C
 [x] Sent b'[2/20/2023 7:04, 112.0]' on route-A
 [x] Sent b'[2/20/2023 7:04, 105.0]' on route-B
 [x] Sent b'[2/20/2023 7:04, 86.0]' on route-C
 [x] Sent b'[2/20/2023 7:04, 94.0]' on route-A
 [x] Sent b'[2/20/2023 7:04, 129.0]' on route-B
 [x] Sent b'[2/20/2023 7:04, 113.0]' on route-C
 [x] Sent b'[2/20/2023 7:04, 129.0]' on route-A
 [x] Sent b'[2/20/2023 7:04, 101.0]' on route-B
 [x] Sent b'[2/20/2023 7:04, 106.0]' on route-C
 [x] Sent b'[2/20/2023 7:05, 95.0]' on route-A
 [x] Sent b'[2/20/2023 7:05, 112.0]' on route-B
 [x] Sent b'[2/20/2023 7:05, 117.0]' on route-C
 [x] Sent b'[2/20/2023 7:05, 114.0]' on route-A
 [x] Sent b'[2/20/2023 7:05, 128.0]' on route-B
 [x] Sent b'[2/20/2023 7:05, 127.0]' on route-C
 [x] Sent b'[2/20/2023 7:05, 96.0]' on route-A
 [x] Sent b'[2/20/2023 7:05, 105.0]' on route-B
 [x] Sent b'[2/20/2023 7:05, 114.0]' on route-C
 [x] Sent b'[2/20/2023 7:06, 125.0]' on route-A
 [x] Sent b'[2/20/2023 7:06, 106.0]' on route-B
 [x] Sent b'[2/20/2023 7:06, 90.0]' on route-C
 [x] Sent b'[2/20/2023 7:06, 102.0]' on route-A
 [x] Sent b'[2/20/2023 7:06, 108.0]' on route-B
 [x] Sent b'[2/20/2023 7:06, 100.0]' on route-C
 [x] Sent b'[2/20/2023 7:06, 113.0]' on route-A
 [x] Sent b'[2/20/2023 7:06, 107.0]' on route-B
 [x] Sent b'[2/20/2023 7:06, 108.0]' on route-C
 [x] Sent b'[2/20/2023 7:07, 112.0]' on route-A
 [x] Sent b'[2/20/2023 7:07, 123.0]' on route-B
 [x] Sent b'[2/20/2023 7:07, 98.0]' on route-C
 [x] Sent b'[2/20/2023 7:07, 122.0]' on route-A
 [x] Sent b'[2/20/2023 7:07, 92.0]' on route-B
 [x] Sent b'[2/20/2023 7:07, 125.0]' on route-C
 [x] Sent b'[2/20/2023 7:07, 130.0]' on route-A
 [x] Sent b'[2/20/2023 7:07, 120.0]' on route-B
 [x] Sent b'[2/20/2023 7:07, 100.0]' on route-C
 [x] Sent b'[2/20/2023 7:08, 121.0]' on route-A
 [x] Sent b'[2/20/2023 7:08, 111.0]' on route-B
 [x] Sent b'[2/20/2023 7:08, 104.0]' on route-C
 [x] Sent b'[2/20/2023 7:08, 127.0]' on route-A
 [x] Sent b'[2/20/2023 7:08, 124.0]' on route-B
 [x] Sent b'[2/20/2023 7:08, 124.0]' on route-C
 [x] Sent b'[2/20/2023 7:08, 92.0]' on route-A
 [x] Sent b'[2/20/2023 7:08, 122.0]' on route-B
 [x] Sent b'[2/20/2023 7:08, 128.0]' on route-C
 [x] Sent b'[2/20/2023 7:09, 116.0]' on route-A
 [x] Sent b'[2/20/2023 7:09, 89.0]' on route-B
 [x] Sent b'[2/20/2023 7:09, 94.0]' on route-C
 [x] Sent b'[2/20/2023 7:09, 88.0]' on route-A
 [x] Sent b'[2/20/2023 7:09, 117.0]' on route-B
 [x] Sent b'[2/20/2023 7:09, 87.0]' on route-C
 [x] Sent b'[2/20/2023 7:09, 105.0]' on route-A
 [x] Sent b'[2/20/2023 7:09, 95.0]' on route-B
 [x] Sent b'[2/20/2023 7:09, 90.0]' on route-C
 [x] Sent b'[2/20/2023 7:10, 105.0]' on route-A
 [x] Sent b'[2/20/2023 7:10, 87.0]' on route-B
 [x] Sent b'[2/20/2023 7:10, 121.0]' on route-C
 [x] Sent b'[2/20/2023 7:10, 94.0]' on route-A
 [x] Sent b'[2/20/2023 7:10, 99.0]' on route-B
 [x] Sent b'[2/20/2023 7:10, 86.0]' on route-C
 [x] Sent b'[2/20/2023 7:10, 124.0]' on route-A
 [x] Sent b'[2/20/2023 7:10, 90.0]' on route-B
 [x] Sent b'[2/20/2023 7:10, 114.0]' on route-C
 [x] Sent b'[2/20/2023 7:11, 122.0]' on route-A
 [x] Sent b'[2/20/2023 7:11, 121.0]' on route-B
 [x] Sent b'[2/20/2023 7:11, 122.0]' on route-C
 [x] Sent b'[2/20/2023 7:11, 118.0]' on route-A
 [x] Sent b'[2/20/2023 7:11, 121.0]' on route-B
 [x] Sent b'[2/20/2023 7:11, 121.0]' on route-C
 [x] Sent b'[2/20/2023 7:11, 102.0]' on route-A
 [x] Sent b'[2/20/2023 7:11, 91.0]' on route-B
 [x] Sent b'[2/20/2023 7:11, 101.0]' on route-C
 [x] Sent b'[2/20/2023 7:12, 86.0]' on route-A
 [x] Sent b'[2/20/2023 7:12, 107.0]' on route-B
 [x] Sent b'[2/20/2023 7:12, 130.0]' on route-C
 [x] Sent b'[2/20/2023 7:12, 94.0]' on route-A
 [x] Sent b'[2/20/2023 7:12, 92.0]' on route-B
 [x] Sent b'[2/20/2023 7:12, 87.0]' on route-C
 [x] Sent b'[2/20/2023 7:12, 111.0]' on route-A
 [x] Sent b'[2/20/2023 7:12, 98.0]' on route-B
 [x] Sent b'[2/20/2023 7:12, 110.0]' on route-C
 [x] Sent b'[2/20/2023 7:13, 123.0]' on route-A
 [x] Sent b'[2/20/2023 7:13, 91.0]' on route-B
 [x] Sent b'[2/20/2023 7:13, 125.0]' on route-C
 [x] Sent b'[2/20/2023 7:13, 100.0]' on route-A
